streaming_movies,number_of_referrals,total_extra_data_charges,multiple_lines,total_revenue,paperless_billing,phone_service,total_charges,internet_service,tenure_in_months,age,streaming_tv,customer_id,state,gender,online_backup,online_security,internet_type,device_protection_plan,contract,monthly_charge,unlimited_data,married,streaming_music,payment_method,total_refunds,total_long_distance_charges,churn
1,1,0,1,8959.69,1,1,6441.85,1,72,57,1,1951-IEYXM,California,Male,1,1,Cable,1,Two Year,90.6,1,1,1,Credit Card,0.0,2517.84,0
0,2,0,1,3556.31,1,1,1801.9,0,71,42,0,2961-VNFKL,California,Female,0,0,,0,Two Year,25.95,0,1,0,Credit Card,0.0,1754.41,0
0,9,0,1,6759.7,0,1,4453.3,1,60,50,0,4450-MDZFX,California,Male,0,0,Fiber Optic,0,Month-to-Month,74.35,1,1,0,Bank Withdrawal,0.0,2306.4,0
0,1,0,0,3430.52,0,1,1061.6,0,57,45,0,5016-LIPDW,California,Male,0,0,,0,One Year,19.4,0,1,0,Credit Card,0.0,2368.92,0
1,3,0,0,3330.1,0,0,3330.1,1,52,22,1,4254-QPEDE,California,Female,1,1,DSL,1,Two Year,66.25,1,1,1,Credit Card,0.0,0.0,0
0,0,0,1,7717.99,1,1,5930.05,1,66,20,0,7973-DZRKH,California,Female,0,1,Fiber Optic,1,Two Year,90.95,1,0,0,Credit Card,0.0,1787.94,0
0,0,0,0,1286.26,0,1,473.9,0,23,45,0,2958-NHPPS,California,Male,0,0,,0,Month-to-Month,20.85,0,0,0,Bank Withdrawal,0.0,812.36,0
1,0,0,0,3271.65,0,1,2791.5,1,45,79,0,0022-TCJCI,California,Male,0,1,DSL,1,One Year,62.7,1,0,0,Credit Card,0.0,480.15,1
0,2,0,1,4116.96,0,1,1730.65,0,71,24,0,5846-ABOBJ,California,Male,0,0,,0,Two Year,24.45,0,1,0,Bank Withdrawal,0.0,2386.31,0
1,0,0,0,924.91,0,1,832.35,1,8,66,1,9889-TMAHG,California,Male,0,1,Fiber Optic,0,Month-to-Month,100.3,1,0,1,Credit Card,0.0,92.56,1
0,0,0,1,3044.7,1,1,1861.5,1,24,52,0,2359-KMGLI,California,Male,1,0,Fiber Optic,0,Month-to-Month,80.25,1,0,0,Bank Withdrawal,0.0,1183.2,1
0,4,0,1,7932.89,0,1,5602.25,1,72,66,0,7173-TETGO,California,Female,0,1,Fiber Optic,0,Two Year,78.5,1,1,0,Bank Withdrawal,0.0,2330.64,0
1,1,0,1,8495.83,1,1,5831.2,1,71,72,0,4782-OSFXZ,California,Female,1,1,DSL,1,Two Year,82.7,1,1,1,Bank Withdrawal,0.0,2664.63,0
1,8,150,1,9632.5,1,1,6786.1,1,72,20,1,2167-FQSTQ,California,Female,1,1,DSL,1,Two Year,92.4,0,1,1,Bank Withdrawal,0.0,2696.4,0
0,1,0,1,2845.88,0,1,1874.3,0,72,38,0,8749-TZYEC,California,Male,0,0,,0,Two Year,24.8,0,1,0,Credit Card,16.26,987.84,0
0,0,0,0,55.14,1,1,53.55,1,1,61,1,4929-BSTRX,California,Female,0,0,Cable,0,Month-to-Month,53.55,1,0,0,Credit Card,0.0,1.59,1
0,5,0,0,669.25,0,1,309.25,0,18,20,0,2892-GESUL,California,Female,0,0,,0,Two Year,19.35,0,1,0,Credit Card,0.0,360.0,0
1,0,0,1,2118.98,1,1,1608.15,1,17,79,1,5935-FCCNB,California,Female,0,0,Fiber Optic,0,Two Year,94.2,1,0,1,Bank Withdrawal,36.4,547.23,0
0,0,0,0,2767.86,0,1,1250.1,0,62,44,0,0847-HGRML,California,Male,0,0,,0,Two Year,20.0,0,0,0,Bank Withdrawal,0.0,1517.76,0
1,0,0,0,496.54,1,1,324.3,1,4,27,0,4806-KEXQR,California,Male,0,0,Fiber Optic,0,Month-to-Month,79.9,1,0,1,Bank Withdrawal,0.0,172.24,1
1,4,0,0,5694.32,0,1,4968.0,1,56,49,1,4355-CVPVS,California,Female,0,0,Fiber Optic,0,One Year,88.9,1,1,1,Bank Withdrawal,0.0,726.32,0
1,1,0,0,5482.36,0,1,4541.9,1,59,63,1,8097-OMULG,California,Male,1,0,DSL,1,One Year,76.75,1,1,1,Credit Card,0.0,940.46,0
1,0,30,1,1950.24,1,1,1532.45,1,19,58,0,9866-QEVEE,California,Male,0,0,Fiber Optic,0,Month-to-Month,86.0,0,0,1,Bank Withdrawal,0.0,387.79,1
0,0,0,0,2736.14,0,1,2275.1,1,34,67,0,7594-LZNWR,California,Male,0,0,Fiber Optic,0,Two Year,69.15,1,0,0,Credit Card,0.0,461.04,0
0,2,0,0,974.81,1,1,593.3,1,9,37,1,0002-ORFBO,California,Female,1,0,Cable,0,One Year,65.6,1,1,0,Credit Card,0.0,381.51,0
0,3,0,1,4434.4,0,1,1789.65,0,71,80,0,1635-NZATJ,California,Male,0,0,,0,Two Year,25.45,0,1,0,Credit Card,0.0,2644.75,0
0,0,0,0,98.35,1,1,69.65,1,1,30,0,7254-IQWOZ,California,Male,0,0,Fiber Optic,0,Month-to-Month,69.65,1,0,0,Bank Withdrawal,0.0,28.7,1
1,0,0,0,8887.86,1,1,6844.5,1,66,44,1,3186-AJIEK,California,Male,0,1,Fiber Optic,1,Two Year,105.65,1,0,1,Bank Withdrawal,0.0,2043.36,0
0,0,0,1,2152.53,1,1,1730.35,1,22,48,0,6298-QDFNH,California,Male,1,0,Fiber Optic,0,Month-to-Month,79.35,1,0,0,Bank Withdrawal,0.0,422.18,1
1,7,0,1,5206.5,1,1,4830.25,1,43,74,1,9360-AHGNL,California,Female,0,1,Fiber Optic,1,One Year,109.55,1,1,0,Credit Card,0.0,376.25,1
1,3,0,0,9308.35,1,1,7173.15,1,68,41,1,4378-MYPGO,California,Male,1,1,Fiber Optic,1,Two Year,105.25,1,1,1,Bank Withdrawal,0.0,2135.2,0
1,0,0,1,5861.6,1,1,4747.85,1,45,51,1,3932-IJWDZ,California,Male,0,0,Fiber Optic,1,Month-to-Month,103.65,1,0,1,Bank Withdrawal,0.0,1113.75,0
1,6,0,0,8439.5,0,1,6055.55,1,69,67,0,8707-RMEZH,California,Female,1,1,Fiber Optic,0,One Year,87.3,1,1,0,Credit Card,0.0,2383.95,0
1,1,0,0,3778.85,1,0,3778.85,1,61,22,1,1194-BHJYC,California,Male,0,1,DSL,1,Two Year,62.15,1,1,1,Credit Card,0.0,0.0,0
0,0,0,0,5953.43,0,1,3419.5,1,53,20,0,4632-XJMEX,California,Male,1,1,Cable,0,One Year,62.85,1,0,0,Credit Card,0.0,2533.93,0
0,1,0,0,1750.85,1,0,1750.85,1,33,80,1,9373-WSLOY,California,Male,1,0,DSL,1,Two Year,50.0,1,1,0,Bank Withdrawal,0.0,0.0,0
0,5,0,0,1536.62,1,1,879.8,0,41,24,0,9585-KKMFD,California,Male,0,0,,0,Two Year,20.0,0,1,0,Credit Card,0.0,656.82,0
1,0,0,1,1650.45,1,1,1425.45,1,18,36,1,3230-WYKIR,California,Male,0,0,DSL,1,One Year,82.0,1,0,1,Credit Card,0.0,225.0,1
0,8,0,0,1182.39,0,1,452.55,0,24,51,0,8173-RXAYP,California,Female,0,0,,0,Two Year,19.7,0,1,0,Credit Card,0.0,729.84,0
1,0,0,1,192.88,0,1,118.3,1,2,44,0,4662-EKDPQ,California,Male,0,0,Cable,0,Month-to-Month,62.05,1,0,1,Bank Withdrawal,0.0,74.58,1
1,0,0,1,2991.89,0,1,2688.45,1,28,31,1,7272-QDCKA,California,Male,1,0,Fiber Optic,0,One Year,100.2,1,0,1,Bank Withdrawal,42.64,346.08,0
1,0,0,0,990.9,1,1,863.1,1,10,55,1,4112-LUEIZ,California,Male,0,0,Fiber Optic,0,Month-to-Month,89.5,1,0,1,Bank Withdrawal,0.0,127.8,1
1,0,0,0,8342.32,1,1,5643.4,1,54,31,1,7055-VKGDA,California,Male,1,1,Fiber Optic,0,One Year,105.4,1,0,1,Credit Card,0.0,2698.92,1
1,1,0,1,3315.47,1,1,3217.55,1,34,75,0,8621-MNIHH,California,Female,1,0,Fiber Optic,1,Month-to-Month,94.25,1,1,0,Bank Withdrawal,0.0,97.92,1
0,0,0,0,60.66,0,1,20.15,0,1,35,0,1934-SJVJK,California,Male,0,0,,0,Month-to-Month,20.15,0,0,0,Credit Card,0.0,40.51,1
1,0,0,1,1185.05,1,1,1127.2,1,13,79,0,1564-NTYXF,California,Female,0,0,Fiber Optic,0,Month-to-Month,82.0,1,0,0,Bank Withdrawal,0.0,57.85,1
1,1,0,1,1088.41,1,1,902.25,1,13,56,0,0708-LGSMF,California,Male,0,1,DSL,0,Month-to-Month,65.85,1,1,1,Bank Withdrawal,0.0,186.16,0
0,0,0,0,85.62,0,1,44.75,1,1,35,0,2672-OJQZP,California,Female,0,0,Cable,0,Month-to-Month,44.75,1,0,0,Credit Card,0.0,40.87,0
0,0,150,0,1088.49,0,1,492.0,1,11,44,0,1685-VAYJF,California,Male,0,0,DSL,0,Month-to-Month,45.2,0,0,0,Credit Card,0.0,446.49,0
1,0,0,0,3399.52,0,1,2078.95,1,27,20,1,0068-FIGTF,California,Female,1,0,DSL,1,One Year,78.2,1,0,1,Credit Card,0.0,1320.57,0
0,0,0,1,803.01,0,1,631.4,1,15,64,0,9396-ZSFLL,California,Female,0,0,DSL,0,Month-to-Month,48.85,1,0,0,Credit Card,32.09,203.7,0
1,1,0,0,2995.07,1,1,2514.5,1,25,78,1,4598-XLKNJ,California,Female,1,0,Fiber Optic,1,Month-to-Month,98.5,1,1,0,Bank Withdrawal,13.43,494.0,1
0,0,0,0,186.3,1,0,186.3,1,8,55,0,6464-KEXXH,California,Male,0,0,Cable,0,Month-to-Month,25.25,1,0,0,Credit Card,0.0,0.0,0
0,0,0,0,1579.34,0,1,1386.9,0,68,49,0,5848-FHRFC,California,Female,0,0,,0,Two Year,20.05,0,0,0,Bank Withdrawal,0.0,192.44,0
0,1,0,1,6867.8,0,1,5943.65,1,61,49,1,0487-RPVUM,California,Male,0,1,Fiber Optic,1,Month-to-Month,99.4,1,1,0,Bank Withdrawal,0.0,924.15,0
0,0,0,0,560.69,1,1,267.35,1,6,49,0,1213-NGCUN,California,Female,0,0,DSL,0,Month-to-Month,49.65,1,0,0,Bank Withdrawal,0.0,293.34,1
1,0,0,0,621.1,0,1,392.65,1,5,51,1,0867-LDTTC,California,Male,0,0,Cable,1,Month-to-Month,75.15,1,0,1,Bank Withdrawal,0.0,228.45,0
1,1,0,1,3053.6,0,1,2157.95,1,21,45,1,0654-HMSHN,California,Male,1,0,Fiber Optic,1,Month-to-Month,104.4,1,1,1,Bank Withdrawal,0.0,895.65,1
0,7,0,0,273.93,0,1,218.55,0,13,54,0,4323-ELYYB,California,Male,0,0,,0,One Year,20.0,0,1,0,Credit Card,0.0,55.38,0
0,0,0,1,2446.07,1,1,1676.95,1,23,51,0,4816-LXZYW,California,Female,1,0,Fiber Optic,0,Month-to-Month,79.15,1,0,0,Bank Withdrawal,0.0,769.12,1
0,1,0,0,1174.01,0,1,720.05,0,36,26,0,4980-URKXC,California,Male,0,0,,0,One Year,20.85,0,1,0,Bank Withdrawal,0.0,453.96,0
0,0,0,1,2717.9,1,1,2038.7,1,30,37,1,2925-MXLSX,California,Female,1,0,DSL,1,One Year,68.95,1,0,0,Credit Card,0.0,679.2,0
0,0,0,0,72.67,0,1,44.0,1,1,69,0,8720-RQSBJ,California,Male,0,0,DSL,0,Two Year,44.0,1,0,0,Bank Withdrawal,0.0,28.67,0
1,1,0,1,1756.15,1,1,1359.0,1,13,36,1,0871-URUWO,California,Male,0,0,Fiber Optic,1,Month-to-Month,102.25,1,1,1,Credit Card,0.0,397.15,1
1,1,0,1,7069.48,1,1,5566.4,1,53,64,0,2927-CVULT,California,Female,1,1,Fiber Optic,1,Two Year,104.05,1,1,1,Bank Withdrawal,0.0,1503.08,0
0,3,0,0,52.69,0,1,41.85,0,2,35,0,8739-QOTTN,California,Female,0,0,,0,Month-to-Month,20.35,0,1,0,Credit Card,0.0,10.84,0
1,3,0,1,2723.25,0,1,2172.05,1,20,68,1,4716-HHKQH,California,Male,1,0,Fiber Optic,0,One Year,107.05,1,1,0,Bank Withdrawal,0.0,551.2,0
0,5,0,0,3003.41,0,1,1415.85,0,71,22,0,3173-WSSUE,California,Female,0,0,,0,Two Year,19.7,0,1,0,Credit Card,0.0,1587.56,0
1,0,0,1,8631.88,0,1,6253.0,1,63,24,1,4159-NAAIX,California,Female,1,0,Fiber Optic,0,Two Year,97.45,1,0,1,Bank Withdrawal,0.0,2378.88,0
0,3,0,0,2427.47,1,1,1252.0,0,61,22,0,3712-PKXZA,California,Male,0,0,,0,One Year,20.55,0,1,0,Credit Card,0.0,1175.47,0
0,0,0,0,317.22,1,1,266.9,1,4,46,0,2608-BHKFN,California,Female,0,0,Fiber Optic,0,Month-to-Month,70.05,1,0,0,Credit Card,0.0,50.32,1
0,2,0,0,6883.85,1,1,4362.05,1,54,31,0,6950-TWMYB,California,Male,1,0,Fiber Optic,0,Two Year,79.95,1,1,0,Bank Withdrawal,0.0,2521.8,0
0,0,0,0,1030.22,0,1,953.65,1,19,59,0,0997-YTLNY,California,Female,0,0,Cable,0,Month-to-Month,48.8,1,0,0,Credit Card,0.0,76.57,0
1,0,0,1,3929.5,1,1,2679.7,1,30,53,0,0730-KOAVE,California,Male,1,1,Fiber Optic,0,Month-to-Month,94.3,1,0,1,Credit Card,0.0,1249.8,0
0,10,0,0,2360.55,1,1,2263.4,1,29,26,0,3014-WJKSM,California,Male,0,0,Fiber Optic,1,Month-to-Month,75.3,1,1,0,Credit Card,0.0,97.15,0
1,0,10,0,358.8,1,0,348.8,1,6,21,1,6505-OZNPG,California,Female,1,1,Cable,1,Two Year,63.4,0,0,1,Mailed Check,0.0,0.0,0
1,2,0,1,2995.13,1,1,2083.1,1,26,51,1,9470-RTWDV,California,Male,0,0,DSL,1,One Year,82.0,1,1,1,Credit Card,42.43,954.46,0
1,1,0,0,114.43,1,1,90.1,1,1,20,1,1941-HOSAM,California,Male,0,0,Fiber Optic,0,Month-to-Month,90.1,1,1,1,Bank Withdrawal,0.0,24.33,0
1,4,0,1,424.42,1,1,384.5,1,4,21,1,6108-OQZDQ,California,Female,1,0,Fiber Optic,0,Month-to-Month,97.95,1,1,1,Bank Withdrawal,0.0,39.92,1
1,7,0,1,6696.05,1,1,4911.05,1,51,63,0,1810-BOHSY,California,Male,1,1,Fiber Optic,0,One Year,96.4,1,1,1,Credit Card,0.0,1785.0,0
0,0,0,0,1748.9,1,0,1748.9,1,50,45,0,0121-SNYRK,California,Male,0,1,DSL,0,One Year,35.4,1,0,0,Credit Card,0.0,0.0,0
0,0,0,0,1700.9,0,0,1700.9,1,39,19,0,8292-FRFZQ,California,Female,1,1,DSL,0,One Year,41.15,1,0,0,Bank Withdrawal,0.0,0.0,0
1,8,0,0,9573.55,0,1,7611.55,1,72,47,1,1090-ESELR,California,Male,1,1,Fiber Optic,0,Two Year,105.5,1,1,1,Bank Withdrawal,0.0,1962.0,0
0,0,0,1,665.09,1,1,572.45,1,8,64,0,3030-YDNRM,California,Male,0,0,Fiber Optic,0,Month-to-Month,74.85,1,0,0,Bank Withdrawal,0.0,92.64,0
1,0,0,0,1187.05,1,0,1187.05,1,30,23,0,5640-CAXOA,California,Female,0,0,Cable,0,One Year,40.35,1,0,1,Credit Card,0.0,0.0,0
0,0,0,0,83.79,1,1,69.6,1,1,25,0,7665-TOALD,California,Female,0,0,Fiber Optic,0,Month-to-Month,69.6,1,0,1,Bank Withdrawal,0.0,14.19,1
0,0,0,0,276.09,1,1,220.95,1,3,73,1,4140-MUHUG,California,Female,0,0,Fiber Optic,1,Month-to-Month,86.85,1,0,0,Bank Withdrawal,0.0,55.14,1
0,0,0,0,440.2,1,0,440.2,1,17,63,0,6029-CSMJE,California,Male,0,0,Cable,0,Month-to-Month,25.65,1,0,0,Mailed Check,0.0,0.0,0
0,0,0,0,1790.6,0,0,1790.6,1,39,40,1,7338-ERIVA,California,Male,0,1,DSL,0,One Year,45.05,1,0,0,Bank Withdrawal,0.0,0.0,0
0,0,0,0,551.95,0,1,390.85,0,18,39,0,0516-VRYBW,California,Female,0,0,,0,One Year,20.15,0,0,0,Bank Withdrawal,0.0,161.1,1
1,1,0,0,395.19,1,1,250.05,1,3,37,0,9897-KXHCM,California,Female,0,0,Fiber Optic,0,Month-to-Month,80.3,1,1,1,Bank Withdrawal,0.0,145.14,1
0,0,40,0,153.3,1,1,69.85,1,1,70,0,5550-VFRLC,California,Female,0,0,Fiber Optic,0,Month-to-Month,69.85,0,0,0,Bank Withdrawal,0.0,43.45,1
1,9,30,0,4674.01,1,1,4616.05,1,61,57,1,7501-IWUNG,California,Female,0,0,DSL,1,Two Year,73.8,0,1,1,Bank Withdrawal,49.51,77.47,0
1,8,0,0,4713.53,0,1,2937.65,1,36,59,0,1910-FMXJM,California,Female,0,0,Fiber Optic,0,Month-to-Month,80.4,1,1,1,Bank Withdrawal,0.0,1775.88,0
1,7,0,1,2005.85,1,1,1899.65,1,20,75,1,1626-ERCMM,California,Male,0,0,Fiber Optic,0,Month-to-Month,94.55,1,1,1,Bank Withdrawal,0.0,106.2,1
0,0,0,0,561.5,0,1,527.5,0,25,50,0,6061-PQHMK,California,Female,0,0,,0,One Year,19.9,0,0,0,Credit Card,0.0,34.0,0
0,8,0,1,3075.66,0,1,1911.5,0,68,41,0,3118-UHVVQ,California,Female,0,0,,0,Two Year,25.8,0,1,0,Credit Card,0.0,1164.16,0
1,0,0,1,4885.45,1,1,3496.3,1,35,68,1,4958-XCBDQ,California,Male,0,0,Fiber Optic,1,Month-to-Month,101.4,1,0,0,Bank Withdrawal,0.0,1389.15,1
1,4,0,1,7588.91,0,1,7040.85,1,67,61,1,7694-VLBWQ,California,Male,1,0,Fiber Optic,1,One Year,104.1,1,1,1,Bank Withdrawal,0.0,548.06,1
0,5,0,0,2278.4,0,1,930.9,0,50,37,0,3170-NMYVV,California,Female,0,0,,0,Two Year,20.15,0,1,0,Bank Withdrawal,0.0,1347.5,0
1,0,0,0,2434.78,1,0,2440.25,1,44,55,1,6738-ISCBM,California,Male,0,1,Cable,1,One Year,54.0,1,0,1,Bank Withdrawal,5.47,0.0,0
0,6,0,1,3466.34,1,1,2908.2,1,43,64,1,6718-BDGHG,California,Female,0,0,DSL,0,One Year,64.85,1,1,0,Bank Withdrawal,0.0,558.14,0
1,1,0,0,1198.0,1,1,1071.4,1,15,50,0,3466-BYAVD,California,Male,1,0,Cable,1,Month-to-Month,69.5,1,1,1,Credit Card,0.0,126.6,0
0,5,0,1,1760.64,1,1,1381.8,1,22,73,0,3402-XRIUO,California,Female,1,1,DSL,0,Two Year,63.55,1,1,0,Credit Card,0.0,378.84,0
0,0,0,1,4887.53,1,1,3720.35,1,49,39,0,3452-SRFEG,California,Male,0,0,Fiber Optic,0,Month-to-Month,74.6,1,0,0,Bank Withdrawal,0.0,1167.18,0
0,0,0,0,212.82,0,1,140.7,1,2,21,0,5028-GZLDO,California,Male,0,0,Fiber Optic,0,Month-to-Month,70.7,1,0,0,Credit Card,0.0,72.12,1
0,10,0,0,3244.4,0,0,3244.4,1,61,38,1,6701-DHKWQ,California,Female,1,0,DSL,1,Two Year,51.35,1,1,0,Credit Card,0.0,0.0,0
1,8,0,0,2215.4,1,0,2215.4,1,41,65,1,6128-AQBMT,California,Male,1,0,Cable,1,Two Year,53.95,1,1,1,Bank Withdrawal,0.0,0.0,0
0,4,0,1,6749.32,1,1,5432.2,1,56,39,1,5827-MWCZK,California,Male,1,0,Fiber Optic,0,Month-to-Month,96.95,1,1,0,Credit Card,0.0,1317.12,0
1,0,0,0,253.82,0,1,237.65,1,3,47,1,0432-CAJZV,California,Male,0,0,Fiber Optic,0,Month-to-Month,90.7,1,0,1,Credit Card,0.0,16.17,0
0,0,30,0,639.41,0,1,469.25,1,8,60,0,2680-XKKNJ,California,Female,1,1,DSL,0,One Year,58.2,0,0,0,Bank Withdrawal,0.0,140.16,0
0,0,0,1,1804.58,1,1,1692.6,1,22,79,0,8685-WHQPW,California,Female,0,0,Fiber Optic,0,Month-to-Month,74.4,0,0,0,Bank Withdrawal,0.0,111.98,1
1,1,0,0,2078.36,1,1,1588.25,1,17,33,1,2085-BOJKI,California,Male,0,0,Fiber Optic,1,One Year,96.65,1,1,1,Bank Withdrawal,0.0,490.11,0
1,3,0,1,7910.12,1,1,7112.15,1,67,74,1,5897-ZYEKH,California,Female,1,1,Fiber Optic,0,One Year,105.6,1,1,1,Bank Withdrawal,0.0,797.97,0
1,5,0,0,1752.15,0,1,1155.6,1,15,63,1,6476-YHMGA,California,Female,1,0,DSL,1,Month-to-Month,76.5,1,1,1,Bank Withdrawal,0.0,596.55,0
0,4,70,1,6935.5,1,1,4018.35,1,57,59,0,8647-SDTWQ,California,Male,0,0,Fiber Optic,0,Month-to-Month,74.3,0,1,0,Bank Withdrawal,0.0,2847.15,0
0,0,0,1,5171.77,0,1,4908.25,1,72,53,0,0229-LFJAF,California,Male,1,1,DSL,1,Two Year,69.65,1,0,0,Bank Withdrawal,0.0,263.52,0
1,1,0,1,1988.22,1,1,1875.55,1,19,29,1,5828-AVIPD,California,Male,0,0,Fiber Optic,0,One Year,100.95,1,1,1,Bank Withdrawal,0.0,112.67,1
0,0,0,0,406.28,0,1,129.15,0,7,41,0,7353-YOWFP,California,Female,0,0,,0,One Year,20.25,0,0,0,Credit Card,0.0,277.13,0
0,1,0,0,432.39,1,1,470.95,1,5,38,1,4439-JMPMT,California,Female,0,0,Fiber Optic,0,Month-to-Month,85.75,1,1,0,Bank Withdrawal,44.16,5.6,1
0,0,0,1,1221.41,1,1,958.25,1,12,47,0,2694-CIUMO,California,Female,0,0,Fiber Optic,0,Month-to-Month,79.55,1,0,0,Credit Card,0.0,263.16,0
0,4,0,1,2848.06,1,1,1680.25,0,67,54,0,3967-VQOGC,California,Female,0,0,,0,Two Year,24.9,0,1,0,Credit Card,0.0,1167.81,0
1,5,0,1,3215.94,1,1,2309.55,1,27,77,1,9774-NRNAU,California,Male,1,0,DSL,1,One Year,84.8,1,1,0,Bank Withdrawal,0.0,906.39,0
1,0,40,1,10865.37,1,1,7839.85,1,67,68,1,7923-IYJWY,California,Male,1,1,Fiber Optic,1,Two Year,116.1,0,0,0,Credit Card,0.0,2985.52,0
0,0,0,0,916.15,0,0,916.15,1,16,45,1,8208-EUMTE,California,Male,1,1,DSL,1,Two Year,54.85,1,0,0,Credit Card,0.0,0.0,0
0,0,60,1,157.15,1,1,79.15,1,1,33,0,2254-DLXRI,California,Female,1,0,Fiber Optic,0,Month-to-Month,79.15,0,0,0,Credit Card,0.0,18.0,0
0,7,0,0,2162.25,0,1,890.35,0,46,42,0,3190-ITQXP,California,Female,0,0,,0,Two Year,20.25,0,1,0,Bank Withdrawal,0.0,1271.9,0
0,8,0,0,3328.35,0,1,1210.3,0,55,53,0,5793-YOLJN,California,Female,0,0,,0,Two Year,21.0,0,1,0,Credit Card,0.0,2118.05,0
1,0,0,0,329.8,1,0,329.8,1,10,67,0,2408-WITXK,California,Female,0,0,DSL,0,Month-to-Month,34.7,1,0,0,Bank Withdrawal,0.0,0.0,1
0,1,0,0,1084.38,0,1,1016.7,0,47,52,0,7634-HLQJR,California,Female,0,0,,0,Two Year,20.05,0,1,0,Credit Card,0.0,67.68,0
1,2,0,1,5854.23,0,1,5563.65,1,58,54,0,5887-IKKYO,California,Male,0,0,Fiber Optic,1,Two Year,94.35,1,1,1,Bank Withdrawal,0.0,290.58,0
1,0,0,1,5301.93,1,1,4222.95,1,42,48,1,2800-QQUSO,California,Male,0,0,Fiber Optic,0,Month-to-Month,100.3,1,0,1,Bank Withdrawal,0.0,1078.98,0
0,0,0,0,86.22,1,1,70.3,1,1,57,0,6653-CBBOM,California,Female,0,0,Fiber Optic,0,Month-to-Month,70.3,1,0,0,Bank Withdrawal,0.0,15.92,1
1,1,0,1,5163.79,1,1,4414.3,1,43,73,1,7142-HVGBG,California,Male,1,0,Fiber Optic,1,Month-to-Month,103.0,1,1,0,Bank Withdrawal,0.0,749.49,1
1,0,0,0,1523.4,1,0,1523.4,1,31,35,1,3606-SBKRY,California,Male,0,0,DSL,1,One Year,50.05,1,0,1,Bank Withdrawal,0.0,0.0,0
0,0,0,0,1503.4,0,1,1389.2,1,20,78,0,6927-WTFIV,California,Male,0,0,Fiber Optic,0,Month-to-Month,71.3,1,0,0,Credit Card,0.0,114.2,1
0,2,0,0,6739.16,1,1,4158.25,1,61,23,0,6897-RWMUB,California,Male,1,1,DSL,1,Two Year,68.05,1,1,0,Bank Withdrawal,0.0,2580.91,0
1,1,0,1,2388.33,1,1,1686.85,1,19,24,0,6668-CNMFP,California,Female,0,0,Fiber Optic,0,One Year,89.35,1,1,1,Bank Withdrawal,0.0,701.48,0
0,0,0,1,925.5,1,1,749.25,1,15,40,0,0430-IHCDJ,California,Male,0,0,DSL,0,Month-to-Month,49.0,1,0,0,Bank Withdrawal,0.0,176.25,0
0,0,0,0,1250.28,0,1,874.8,1,18,31,0,0991-BRRFB,California,Male,0,1,DSL,0,Month-to-Month,49.4,1,0,0,Bank Withdrawal,0.0,375.48,1
0,5,0,0,761.2,0,1,563.5,1,10,50,1,8049-WJCLQ,California,Male,0,0,DSL,1,Month-to-Month,60.2,1,1,0,Credit Card,0.0,197.7,0
0,3,0,0,47.9,0,1,20.4,0,1,27,0,2239-CFOUJ,California,Male,0,0,,0,One Year,20.4,0,1,0,Credit Card,0.0,27.5,0
0,0,0,0,327.25,1,1,222.65,0,10,52,0,8003-EWNDZ,California,Female,0,0,,0,Month-to-Month,21.2,0,0,0,Bank Withdrawal,0.0,104.6,0
1,0,0,1,736.35,0,1,541.9,1,5,43,1,2369-UAPKZ,California,Male,1,0,Fiber Optic,1,Month-to-Month,104.1,1,0,1,Mailed Check,0.0,194.45,1
1,4,0,0,3656.25,1,0,3656.25,1,68,65,1,2197-OMWGI,California,Female,1,0,DSL,1,Two Year,53.0,1,1,1,Bank Withdrawal,0.0,0.0,0
0,0,0,0,3669.72,1,1,2384.15,1,29,37,1,6311-UEUME,California,Female,0,0,Fiber Optic,0,Month-to-Month,78.9,1,0,0,Bank Withdrawal,0.0,1285.57,1
0,6,0,0,2423.24,0,1,1647.0,1,31,20,0,5012-YSPJJ,California,Male,0,0,DSL,1,Month-to-Month,54.35,1,1,0,Credit Card,0.0,776.24,0
0,3,0,0,2006.0,1,1,923.1,0,49,56,0,2812-REYAT,California,Female,0,0,,0,One Year,20.05,0,1,0,Bank Withdrawal,0.0,1082.9,0
1,5,0,1,4299.42,0,1,3870.3,1,48,44,1,0253-ZTEOB,California,Female,1,0,DSL,0,Two Year,79.65,1,1,1,Bank Withdrawal,0.0,429.12,0
1,4,0,1,9002.69,1,1,6392.85,1,68,39,1,1568-LJSZU,California,Male,1,1,DSL,1,Two Year,92.2,1,1,1,Credit Card,0.0,2609.84,0
0,7,0,1,1765.12,0,1,1460.65,1,17,31,1,0378-NHQXU,California,Female,0,0,Fiber Optic,1,Month-to-Month,88.25,1,1,0,Bank Withdrawal,0.0,304.47,1
1,0,0,0,4566.5,1,0,4566.5,1,72,36,1,8908-NMQTX,California,Male,1,1,Cable,1,Two Year,65.6,1,0,1,Bank Withdrawal,0.0,0.0,0
0,0,0,1,4720.81,1,1,4308.25,1,54,36,0,5243-SAOTC,California,Male,1,0,Fiber Optic,0,Month-to-Month,79.85,1,0,0,Bank Withdrawal,0.0,412.56,0
0,0,0,0,419.7,1,0,419.7,1,14,63,0,8069-YQQAJ,California,Male,1,0,Cable,0,Month-to-Month,31.1,1,0,0,Mailed Check,0.0,0.0,0
